,team_long_name,team_id,season,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,field players rating,gk rating
281,VfB Stuttgart,10269.0,2011/2012,50,Balanced,Little,42,Mixed,Organised,56,Normal,66,Normal,48,Normal,Organised,47,Medium,44,Press,43,Normal,Cover,75.95,77.0
282,VfB Stuttgart,10269.0,2014/2015,54,Balanced,Normal,53,Mixed,Organised,60,Normal,56,Normal,48,Normal,Organised,46,Medium,54,Press,40,Normal,Cover,73.10833333333333,75.5
283,VfB Stuttgart,10269.0,2015/2016,59,Balanced,Normal,41,Mixed,Organised,58,Normal,66,Normal,48,Normal,Organised,41,Medium,44,Press,32,Narrow,Cover,74.99230769230769,74.92307692307692
284,VfL Bochum,9911.0,2008/2009,50,Balanced,Little,65,Mixed,Organised,55,Normal,45,Normal,50,Normal,Organised,40,Medium,60,Press,40,Normal,Cover,70.75862068965517,76.0
285,VfL Bochum,9911.0,2009/2010,50,Balanced,Little,65,Mixed,Organised,55,Normal,45,Normal,50,Normal,Organised,40,Medium,60,Press,40,Normal,Cover,71.58,70.2
286,SC Freiburg,8358.0,2009/2010,50,Balanced,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,69.1,73.0
287,SC Freiburg,8358.0,2010/2011,50,Balanced,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover,71.7,74.0
288,SC Freiburg,8358.0,2011/2012,52,Balanced,Little,61,Mixed,Organised,62,Normal,50,Normal,42,Normal,Organised,30,Deep,50,Press,39,Normal,Cover,69.7,71.0
289,SC Freiburg,8358.0,2014/2015,39,Balanced,Normal,48,Mixed,Organised,55,Normal,33,Little,44,Normal,Free Form,59,Medium,60,Press,39,Normal,Cover,71.57,77.0
290,1. FC Nürnberg,8165.0,2009/2010,45,Balanced,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover,71.1,74.0
291,1. FC Nürnberg,8165.0,2010/2011,45,Balanced,Little,50,Mixed,Organised,47,Normal,45,Normal,56,Normal,Organised,55,Medium,61,Press,46,Normal,Cover,70.88,76.0
292,1. FC Nürnberg,8165.0,2011/2012,44,Balanced,Little,49,Mixed,Organised,51,Normal,49,Normal,48,Normal,Organised,30,Deep,40,Press,43,Normal,Cover,73.03333333333333,76.0
293,1. FSV Mainz 05,9905.0,2009/2010,45,Balanced,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover,71.06666666666666,74.0
294,1. FSV Mainz 05,9905.0,2010/2011,65,Balanced,Little,50,Mixed,Organised,59,Normal,62,Normal,53,Normal,Organised,57,Medium,53,Press,43,Normal,Cover,72.62857142857143,73.42857142857143
295,1. FSV Mainz 05,9905.0,2011/2012,68,Fast,Little,57,Mixed,Organised,55,Normal,39,Normal,60,Normal,Organised,52,Medium,65,Press,53,Normal,Cover,72.23333333333333,74.0
296,1. FSV Mainz 05,9905.0,2014/2015,67,Fast,Normal,57,Mixed,Organised,55,Normal,38,Normal,44,Normal,Organised,53,Medium,60,Press,52,Normal,Cover,73.28181818181818,74.72727272727273
297,1. FSV Mainz 05,9905.0,2015/2016,60,Balanced,Normal,53,Mixed,Organised,49,Normal,40,Normal,44,Normal,Organised,55,Medium,62,Press,47,Normal,Cover,74.25714285714285,79.0
298,1. FC Kaiserslautern,8350.0,2010/2011,48,Balanced,Little,42,Mixed,Organised,49,Normal,68,Lots,53,Normal,Organised,38,Medium,48,Press,53,Normal,Cover,71.14,74.0
299,1. FC Kaiserslautern,8350.0,2011/2012,38,Balanced,Little,54,Mixed,Organised,43,Normal,49,Normal,64,Normal,Organised,37,Medium,51,Press,53,Normal,Cover,70.85,77.0
300,FC St. Pauli,8152.0,2010/2011,60,Balanced,Little,42,Mixed,Organised,63,Normal,55,Normal,56,Normal,Organised,49,Medium,60,Press,55,Normal,Cover,69.9,70.6
301,FC Augsburg,8406.0,2011/2012,55,Balanced,Little,55,Mixed,Organised,49,Normal,57,Normal,55,Normal,Organised,47,Medium,58,Press,56,Normal,Cover,69.12,74.0
302,FC Augsburg,8406.0,2014/2015,62,Balanced,Normal,69,Long,Organised,41,Normal,63,Normal,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,73.24166666666666,73.0
303,FC Augsburg,8406.0,2015/2016,59,Balanced,Normal,55,Mixed,Organised,49,Normal,62,Normal,55,Normal,Organised,34,Medium,50,Press,59,Normal,Cover,74.23333333333333,75.73333333333333
304,SC Paderborn 07,8460.0,2014/2015,73,Fast,Normal,55,Mixed,Organised,52,Normal,48,Normal,63,Normal,Organised,33,Deep,55,Press,53,Normal,Cover,68.62857142857143,70.0
305,FC Ingolstadt 04,8234.0,2015/2016,55,Balanced,Normal,46,Mixed,Organised,47,Normal,53,Normal,51,Normal,Organised,37,Medium,48,Press,49,Normal,Cover,71.325,73.0
306,SV Darmstadt 98,8262.0,2015/2016,59,Balanced,Normal,77,Long,Organised,52,Normal,77,Lots,45,Normal,Organised,32,Deep,56,Press,41,Normal,Cover,71.67368421052632,70.78947368421052
307,Atalanta,8524.0,2008/2009,35,Balanced,Little,40,Mixed,Organised,35,Normal,30,Little,55,Normal,Organised,30,Deep,30,Contain,55,Normal,Offside Trap,74.4,73.0
308,Atalanta,8524.0,2009/2010,35,Balanced,Little,40,Mixed,Organised,35,Normal,30,Little,55,Normal,Organised,30,Deep,30,Contain,55,Normal,Offside Trap,73.53333333333333,72.0
309,Atalanta,8524.0,2011/2012,40,Balanced,Little,50,Mixed,Organised,53,Normal,47,Normal,50,Normal,Organised,55,Medium,42,Press,50,Normal,Cover,73.22,73.0
310,Atalanta,8524.0,2014/2015,64,Balanced,Normal,37,Mixed,Organised,38,Normal,49,Normal,51,Normal,Organised,36,Medium,66,Press,49,Normal,Cover,72.81,64.0
311,Atalanta,8524.0,2015/2016,64,Balanced,Normal,37,Mixed,Organised,38,Normal,49,Normal,51,Normal,Organised,36,Medium,63,Press,49,Normal,Cover,73.65,77.0
312,Siena,8551.0,2008/2009,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,40,Medium,65,Press,55,Normal,Offside Trap,71.96666666666667,74.66666666666667
313,Siena,8551.0,2009/2010,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,40,Medium,65,Press,55,Normal,Offside Trap,69.8,76.0
314,Siena,8551.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,70.78,66.0
315,Cagliari,8529.0,2008/2009,40,Balanced,Little,30,Short,Organised,30,Safe,35,Normal,55,Normal,Organised,40,Medium,55,Press,60,Normal,Cover,73.84,76.0
316,Cagliari,8529.0,2009/2010,40,Balanced,Little,30,Short,Organised,30,Safe,35,Normal,55,Normal,Organised,40,Medium,55,Press,60,Normal,Cover,74.68,82.0
317,Cagliari,8529.0,2010/2011,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover,73.22,73.0
318,Cagliari,8529.0,2011/2012,40,Balanced,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,74.35,74.0
319,Cagliari,8529.0,2014/2015,63,Balanced,Normal,53,Mixed,Organised,33,Safe,51,Normal,68,Lots,Organised,37,Medium,56,Press,51,Normal,Cover,71.73333333333333,71.83333333333333
320,Lazio,8543.0,2008/2009,60,Balanced,Little,50,Mixed,Organised,50,Normal,40,Normal,70,Lots,Organised,55,Medium,50,Press,70,Wide,Cover,75.57352941176471,74.85714285714286
321,Lazio,8543.0,2009/2010,60,Balanced,Little,50,Mixed,Organised,50,Normal,40,Normal,70,Lots,Organised,55,Medium,50,Press,70,Wide,Cover,76.13513513513513,76.0
322,Lazio,8543.0,2010/2011,60,Balanced,Little,35,Mixed,Free Form,50,Normal,35,Normal,51,Normal,Organised,45,Medium,50,Press,35,Normal,Cover,77.32857142857142,76.0
323,Lazio,8543.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,78.36666666666666,82.0
324,Lazio,8543.0,2014/2015,49,Balanced,Lots,54,Mixed,Organised,68,Risky,63,Normal,69,Lots,Organised,59,Medium,53,Press,54,Normal,Cover,76.73846153846154,77.61538461538461
325,Lazio,8543.0,2015/2016,68,Fast,Normal,55,Mixed,Organised,68,Risky,80,Lots,72,Lots,Free Form,59,Medium,66,Press,65,Normal,Cover,78.06875,78.5
326,Catania,8530.0,2008/2009,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,72.94,73.8
327,Catania,8530.0,2009/2010,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,73.65,73.5
328,Catania,8530.0,2010/2011,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,63,Normal,Organised,35,Medium,55,Press,50,Normal,Offside Trap,72.55,75.0
329,Catania,8530.0,2011/2012,40,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,25,Deep,50,Press,35,Normal,Cover,73.55,74.33333333333333
330,Genoa,10233.0,2008/2009,70,Fast,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,75.73333333333333,77.0
331,Genoa,10233.0,2009/2010,70,Fast,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,76.1,70.0
332,Genoa,10233.0,2010/2011,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,75.14,77.0
333,Genoa,10233.0,2014/2015,64,Balanced,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover,73.08181818181818,74.0
334,Genoa,10233.0,2015/2016,64,Balanced,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover,73.62857142857143,79.57142857142857
335,Chievo Verona,8533.0,2008/2009,45,Balanced,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,72.4,75.0
336,Chievo Verona,8533.0,2009/2010,45,Balanced,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,71.76666666666667,75.0
337,Chievo Verona,8533.0,2010/2011,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,73.0375,77.0
338,Chievo Verona,8533.0,2011/2012,60,Balanced,Little,65,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,25,Deep,45,Press,50,Normal,Cover,73.24,78.0
339,Chievo Verona,8533.0,2014/2015,66,Balanced,Normal,67,Long,Organised,52,Normal,66,Normal,52,Normal,Organised,46,Medium,59,Press,51,Normal,Cover,72.10625,72.375
340,Chievo Verona,8533.0,2015/2016,66,Balanced,Normal,67,Long,Organised,52,Normal,66,Normal,52,Normal,Organised,46,Medium,59,Press,51,Normal,Cover,74.21818181818182,73.9090909090909
341,Reggio Calabria,8690.0,2008/2009,55,Balanced,Little,30,Short,Organised,30,Safe,30,Little,70,Lots,Organised,40,Medium,50,Press,50,Normal,Cover,68.10526315789474,64.5
342,Fiorentina,8535.0,2008/2009,67,Fast,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,78.98,87.0
343,Fiorentina,8535.0,2009/2010,67,Fast,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,78.4,86.0
344,Fiorentina,8535.0,2010/2011,49,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,75.56,77.0
345,Fiorentina,8535.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,76.14285714285714,74.0
346,Fiorentina,8535.0,2014/2015,34,Balanced,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover,75.93529411764706,75.52941176470588
347,Fiorentina,8535.0,2015/2016,34,Balanced,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover,77.01538461538462,75.0
348,Juventus,9885.0,2008/2009,45,Balanced,Little,35,Mixed,Free Form,45,Normal,55,Normal,70,Lots,Free Form,50,Medium,35,Press,70,Wide,Offside Trap,81.05,81.875
349,Juventus,9885.0,2009/2010,45,Balanced,Little,35,Mixed,Free Form,45,Normal,55,Normal,70,Lots,Free Form,50,Medium,35,Press,70,Wide,Offside Trap,80.03333333333333,86.16666666666667
350,Juventus,9885.0,2010/2011,65,Balanced,Little,50,Mixed,Organised,50,Normal,77,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,78.8,81.72727272727273
351,Juventus,9885.0,2011/2012,50,Balanced,Little,35,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,35,Medium,55,Press,35,Normal,Cover,81.16153846153846,86.0
352,Juventus,9885.0,2014/2015,26,Slow,Normal,24,Short,Organised,64,Normal,53,Normal,72,Lots,Organised,23,Deep,67,Double,36,Normal,Cover,80.10833333333333,80.0
353,Juventus,9885.0,2015/2016,50,Balanced,Normal,20,Short,Organised,65,Normal,50,Normal,80,Lots,Organised,35,Medium,65,Press,35,Normal,Cover,81.99090909090908,83.54545454545455
354,Milan,8564.0,2008/2009,45,Balanced,Little,30,Short,Free Form,55,Normal,45,Normal,70,Lots,Free Form,30,Deep,35,Press,60,Normal,Offside Trap,81.5179856115108,78.85714285714286
355,Milan,8564.0,2009/2010,45,Balanced,Little,30,Short,Free Form,55,Normal,45,Normal,70,Lots,Free Form,30,Deep,35,Press,60,Normal,Offside Trap,80.87142857142857,77.0
356,Milan,8564.0,2010/2011,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,80.0,80.5
357,Milan,8564.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,65,Normal,20,Little,50,Normal,Free Form,45,Medium,45,Press,50,Normal,Cover,80.64545454545454,80.63636363636364
358,Milan,8564.0,2014/2015,48,Balanced,Lots,52,Mixed,Organised,66,Normal,36,Normal,75,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,77.6,80.5
359,Milan,8564.0,2015/2016,48,Balanced,Lots,52,Mixed,Organised,66,Normal,36,Normal,69,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,77.56,71.1
360,Bologna,9857.0,2008/2009,65,Balanced,Little,55,Mixed,Organised,30,Safe,70,Lots,65,Normal,Organised,55,Medium,30,Contain,50,Normal,Offside Trap,69.6938775510204,65.4
361,Bologna,9857.0,2009/2010,65,Balanced,Little,55,Mixed,Organised,30,Safe,70,Lots,65,Normal,Organised,55,Medium,30,Contain,50,Normal,Offside Trap,69.25,70.75
362,Bologna,9857.0,2010/2011,65,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover,71.46,78.0
363,Bologna,9857.0,2015/2016,63,Balanced,Normal,48,Mixed,Organised,32,Safe,48,Normal,52,Normal,Organised,30,Deep,54,Press,48,Normal,Cover,71.94166666666666,78.0
364,Roma,8686.0,2008/2009,70,Fast,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap,80.775,77.5
365,Roma,8686.0,2009/2010,70,Fast,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap,80.1625,73.625
366,Roma,8686.0,2010/2011,64,Balanced,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap,79.61428571428571,76.14285714285714
367,Roma,8686.0,2011/2012,60,Balanced,Little,40,Mixed,Free Form,65,Normal,35,Normal,50,Normal,Free Form,35,Medium,45,Press,50,Normal,Offside Trap,76.83636363636364,82.0
368,Roma,8686.0,2014/2015,67,Fast,Normal,38,Mixed,Organised,73,Risky,64,Normal,56,Normal,Free Form,36,Medium,57,Press,34,Normal,Cover,78.4,77.58823529411765
369,Roma,8686.0,2015/2016,68,Fast,Little,47,Mixed,Organised,71,Risky,54,Normal,66,Normal,Free Form,36,Medium,57,Press,48,Normal,Cover,79.56428571428572,78.0
370,Napoli,9875.0,2008/2009,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover,75.78,75.0
371,Napoli,9875.0,2009/2010,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover,76.5,77.0
372,Napoli,9875.0,2010/2011,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,77.71428571428571,80.0
373,Napoli,9875.0,2011/2012,60,Balanced,Little,50,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,79.96666666666667,82.0
374,Napoli,9875.0,2014/2015,72,Fast,Lots,34,Mixed,Organised,76,Risky,66,Normal,73,Lots,Organised,61,Medium,59,Press,39,Normal,Cover,77.46428571428571,74.28571428571429
375,Napoli,9875.0,2015/2016,53,Balanced,Lots,37,Mixed,Organised,68,Risky,54,Normal,67,Lots,Organised,47,Medium,57,Press,53,Normal,Offside Trap,79.90625,80.0
376,Sampdoria,9882.0,2008/2009,60,Balanced,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap,76.9,75.0
377,Sampdoria,9882.0,2009/2010,60,Balanced,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap,76.6,77.0
378,Sampdoria,9882.0,2010/2011,50,Balanced,Little,65,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,55,Normal,Cover,75.86,76.3
379,Sampdoria,9882.0,2014/2015,36,Balanced,Normal,38,Mixed,Organised,49,Normal,52,Normal,62,Normal,Organised,54,Medium,57,Press,64,Normal,Offside Trap,72.02912621359224,76.63636363636364
380,Sampdoria,9882.0,2015/2016,36,Balanced,Normal,38,Mixed,Organised,49,Normal,52,Normal,29,Little,Organised,50,Medium,51,Press,53,Normal,Cover,74.26923076923077,79.0
381,Inter,8636.0,2008/2009,55,Balanced,Little,55,Mixed,Free Form,50,Normal,55,Normal,70,Lots,Organised,50,Medium,60,Press,55,Normal,Cover,82.03370786516854,85.77777777777777
382,Inter,8636.0,2009/2010,55,Balanced,Little,55,Mixed,Free Form,50,Normal,55,Normal,70,Lots,Organised,50,Medium,60,Press,55,Normal,Cover,83.1125,89.0
383,Inter,8636.0,2010/2011,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,81.43333333333334,84.5
384,Inter,8636.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,65,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,35,Normal,Cover,81.48,84.0
385,Inter,8636.0,2014/2015,67,Fast,Normal,67,Long,Organised,68,Risky,69,Lots,66,Normal,Organised,23,Deep,57,Press,34,Normal,Cover,76.49375,83.375
386,Inter,8636.0,2015/2016,58,Balanced,Lots,54,Mixed,Organised,56,Normal,60,Normal,53,Normal,Organised,47,Medium,49,Press,63,Normal,Cover,78.73076923076923,83.0
387,Torino,9804.0,2008/2009,45,Balanced,Little,35,Mixed,Organised,40,Normal,30,Little,70,Lots,Free Form,45,Medium,35,Press,55,Normal,Cover,71.15,81.0
388,Torino,9804.0,2014/2015,76,Fast,Lots,64,Mixed,Organised,64,Normal,72,Lots,53,Normal,Organised,39,Medium,34,Press,52,Normal,Cover,73.41,74.7
389,Torino,9804.0,2015/2016,69,Fast,Lots,36,Mixed,Organised,37,Normal,69,Lots,53,Normal,Organised,39,Medium,46,Press,52,Normal,Cover,76.7375,74.875
390,Lecce,9888.0,2008/2009,40,Balanced,Little,30,Short,Organised,45,Normal,60,Normal,70,Lots,Organised,30,Deep,70,Double,65,Normal,Cover,69.925,71.0
391,Lecce,9888.0,2010/2011,50,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover,68.56666666666666,70.0
392,Lecce,9888.0,2011/2012,45,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,71.16666666666667,72.66666666666667
393,Udinese,8600.0,2008/2009,64,Balanced,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap,76.7,78.0
394,Udinese,8600.0,2009/2010,64,Balanced,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap,76.73333333333333,78.0
395,Udinese,8600.0,2010/2011,70,Fast,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap,76.83333333333333,75.0
396,Udinese,8600.0,2011/2012,75,Fast,Little,45,Mixed,Organised,65,Normal,65,Normal,50,Normal,Organised,45,Medium,55,Press,50,Normal,Cover,76.63333333333334,82.0
397,Udinese,8600.0,2014/2015,71,Fast,Lots,63,Mixed,Organised,69,Risky,78,Lots,52,Normal,Organised,40,Medium,46,Press,57,Normal,Cover,73.40833333333333,76.0
398,Udinese,8600.0,2015/2016,68,Fast,Normal,63,Mixed,Organised,69,Risky,68,Lots,52,Normal,Organised,40,Medium,57,Press,57,Normal,Cover,74.85,78.0
399,Palermo,8540.0,2008/2009,63,Balanced,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover,75.3,79.0
400,Palermo,8540.0,2009/2010,63,Balanced,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover,76.4,77.0
401,Palermo,8540.0,2010/2011,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,76.74,77.9
402,Palermo,8540.0,2011/2012,60,Balanced,Little,40,Mixed,Organised,50,Normal,35,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,74.71666666666667,78.0
403,Palermo,8540.0,2014/2015,66,Balanced,Normal,37,Mixed,Organised,56,Normal,34,Normal,63,Normal,Organised,43,Medium,42,Press,48,Normal,Cover,70.17777777777778,76.0
404,Palermo,8540.0,2015/2016,66,Balanced,Normal,36,Mixed,Organised,60,Normal,34,Normal,64,Normal,Organised,44,Medium,58,Press,50,Normal,Cover,71.475,77.0
405,Bari,9976.0,2009/2010,30,Slow,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,70.6,74.0
406,Bari,9976.0,2010/2011,65,Balanced,Little,35,Mixed,Free Form,65,Normal,63,Normal,65,Normal,Organised,55,Medium,45,Press,60,Normal,Offside Trap,69.8,74.0
407,Livorno,8537.0,2009/2010,30,Slow,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap,69.95,69.0
408,Parma,10167.0,2010/2011,50,Balanced,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover,73.475,74.875
409,Parma,10167.0,2011/2012,45,Balanced,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,73.95,71.5
410,Parma,10167.0,2014/2015,48,Balanced,Lots,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,54,Medium,66,Press,46,Normal,Offside Trap,70.96666666666667,77.0
411,Cesena,9880.0,2010/2011,50,Balanced,Little,50,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,70.725,74.0
412,Cesena,9880.0,2011/2012,60,Balanced,Little,40,Mixed,Organised,50,Normal,35,Normal,65,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,71.70212765957447,72.8
413,Cesena,9880.0,2014/2015,73,Fast,Little,41,Mixed,Organised,53,Normal,44,Normal,73,Lots,Organised,39,Medium,49,Press,57,Normal,Cover,67.08333333333333,70.8
414,Brescia,9858.0,2010/2011,30,Slow,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,55,Normal,Cover,69.1025641025641,70.5
415,Novara,6269.0,2011/2012,55,Balanced,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,68.20408163265306,68.4
416,Hellas Verona,9876.0,2014/2015,63,Balanced,Normal,48,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,31,Deep,47,Press,37,Normal,Cover,71.32727272727273,70.27272727272727
417,Hellas Verona,9876.0,2015/2016,57,Balanced,Little,38,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,47,Medium,59,Press,52,Normal,Cover,72.64,65.3
418,Sassuolo,7943.0,2014/2015,57,Balanced,Lots,60,Mixed,Organised,66,Normal,57,Normal,63,Normal,Organised,54,Medium,47,Press,36,Normal,Offside Trap,71.2625,76.25
419,Sassuolo,7943.0,2015/2016,57,Balanced,Normal,60,Mixed,Organised,56,Normal,57,Normal,56,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,73.11666666666666,79.0
420,Empoli,8534.0,2014/2015,63,Balanced,Normal,39,Mixed,Organised,66,Normal,67,Lots,51,Normal,Organised,53,Medium,57,Press,54,Normal,Cover,69.61666666666666,69.0
421,Empoli,8534.0,2015/2016,66,Balanced,Normal,36,Mixed,Organised,59,Normal,64,Normal,63,Normal,Organised,46,Medium,66,Press,48,Normal,Cover,72.52857142857142,73.0
422,Frosinone,9891.0,2015/2016,63,Balanced,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover,68.24545454545455,72.18181818181819
423,Carpi,208931.0,2015/2016,80,Fast,Normal,65,Mixed,Organised,70,Risky,40,Normal,50,Normal,Organised,25,Deep,55,Press,35,Normal,Cover,70.69090909090909,70.36363636363636
424,Vitesse,8277.0,2015/2016,57,Balanced,Normal,48,Mixed,Free Form,53,Normal,37,Normal,71,Lots,Free Form,60,Medium,58,Press,62,Normal,Cover,70.7,74.0
425,FC Groningen,8674.0,2015/2016,55,Balanced,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover,70.45714285714286,74.0
